"identifiant","adresse","raison_sociale","nom","code_postal","code_insee","nom_commune","longitude","latitude"
"IDF9100285","Gutenberg, 5 rue","LINDQVIST INTERNATIONAL, ex EXPLOTEC, ex LJL","Industrie chimique","91070","91086","Bondoufle","2.39002924820535","48.61851295179"
"IDF9100345","Brossolette, boulevard P.","SNCF - Région de Paris RIVE GAUCHE",NULL,"91220","91103","Brétigny-sur-Orge","2.30021045328752","48.6049133929774"
"IDF9100353","Clause, 28 avenue Lucien (ex rue)","DYNAMIC SPRAY, ex GUIRACO","Imprimerie","91220","91103","Brétigny-sur-Orge","2.29946220209884","48.608195443945"
"IDF9100358","Paris, avenue de la commune de; résidence La Moinerie","DALKIA, ex SOCHAN, ex CHALVENT (en 1980), ex ACOVEX (en 1977)","Compagnie de chauffage","91220","91103","Brétigny-sur-Orge","2.3054486589568","48.5982334838617"
"IDF9100359","Paris, 2 avenue de la commune de; parc de La Moinerie","SACUR (Sté Auxilliaire de Chauffage Urbain)","Compagnie de chauffage","91220","91103","Brétigny-sur-Orge","2.3056382048537","48.5986471957472"
"IDF9100342","Bretagne, 1 rue de","EXALTEX","Garage","91220","91103","Brétigny-sur-Orge","2.30226548858572","48.5941139446939"
"IDF9100332","Base aérienne 217 (militaire). Aérodrome de Brétigny sur Orge","SAC (Sté AUXILIAIRE DE CHAUFFAGE) + CEV (CENTRE D'ESSAIS EN VOL)","Compagnie de chauffage","91220","91103","Brétigny-sur-Orge","2.32727556896052","48.6029136375422"
"IDF9100334","Allende, 41 rue Salvador (ex rue Saint-Michel)","AVIA","Station service","91220","91103","Brétigny-sur-Orge","2.3113209699587","48.6208423629074"
"IDF9100086","Clos-Brétigny, 4","TOTAL CFR","Station service","91200","91027","Athis-Mons","2.39847471253022","48.7144871811313"
"IDF9100084","Chênes, 14 avenue des","ALU-BRONZE",NULL,"91200","91027","Athis-Mons","2.3790060189148","48.7039296048126"
"IDF9100090","Dunant, 5-7 avenue Henri","TOTAL CFR, ex ROUCARI","Station service","91200","91027","Athis-Mons","2.38624023026131","48.710284535626"
"IDF9100082","Carnot, 10-12 rue","GARAGE DU VAL D'ATHIS, ex MONEVEU René","Station service, garage","91200","91027","Athis-Mons","2.39146530030089","48.7044369317347"
"IDF9100083","Charton, 22 bis rue René","SOEUR",NULL,"91200","91027","Athis-Mons","2.37393921995276","48.7051903249996"
"IDF9100091","Dunant, 28 avenue Henri","SHELL",NULL,"91200","91027","Athis-Mons","2.38874091934981","48.7107420576575"
"IDF9100092","Dunant, 90-92 avenue Henri","VERDIER AUTOMOBILES, ex CENTRE AUTOMOBILE, ex VERDIER Georges, ex CFPP ELF","Garage","91200","91027","Athis-Mons","2.40092527340184","48.7180019720555"
"IDF9100099","Mitterrand, 58 avenue François","BIDAUD PERE ET FILS, ex BIDAUD Maurice","Station service, garage","91200","91027","Athis-Mons","2.37146480309276","48.7028170326821"
"IDF9100100","Mitterrand, 72-74 avenue François","OPEL, ex BIDAUD PERE ET FILS","Station service, garage","91200","91027","Athis-Mons","2.37236194147833","48.7034642311082"
"IDF9100101","Mitterrand, 87 avenue François","ATHIS-STATION","Station service","91200","91027","Athis-Mons","2.37120823615574","48.7051192317682"
"IDF9100102","Mitterrand, 105 avenue François","RENAULT, ex HEINISCH","Garage","91200","91027","Athis-Mons","2.37111407640632","48.7065131230555"
"IDF9100103","Mitterrand, 142 avenue François","CTA","Fonderie","91200","91027","Athis-Mons","2.37188956014257","48.7079786942255"
"IDF9100104","Mitterrand, 162-164 avenue François","RABONI, ex GIRAUD SAVIGNAC",NULL,"91200","91027","Athis-Mons","2.37175471890263","48.7094715180325"
"IDF9100105","Mitterrand, 172-174 avenue François","ATHIS CARS","Transports","91200","91027","Athis-Mons","2.37232590476587","48.7101727714713"
"IDF9100093","Floréal, 8 rue","SAVIGNY-CHAUFFAGE, ex PEGORIER Albert",NULL,"91200","91027","Athis-Mons","2.37362343632865","48.7006851015738"
"IDF9100094","Floréal, 16-18 rue","GA 5",NULL,"91200","91027","Athis-Mons","2.37256394476309","48.7009372300278"
"IDF9100106","Mitterrand, 180 avenue François","CARREFOUR FRANCE, ex EUROMARCHE, ex GROUPEMENT D'INTERET ECONOMIQUE ""GRANDES SURFACES REGION PARISIENNE"" (GIE EUROMARCHE)","Station service","91200","91027","Athis-Mons","2.37197354177198","48.7115037945614"
"IDF9100109","Forge, 7-9 chemin de la","FORGES ET LAMINOIRS D'ATHIS-MONS, ex CHEVET, ex BAUDRY, ex BUNN, ex CHODRON","Forge","91200","91027","Athis-Mons","2.38726516651443","48.7025503958221"
"IDF9100110","Forge, 7-9 chemin de la","HLM LA SABLIERE, ex CHALVENT","Centrale de chauffage","91200","91027","Athis-Mons","2.38781044988331","48.7043666732608"
"IDF9100114","Quai de l'Industrie, 3 impasse du","TURCO FRANCE",NULL,"91200","91027","Athis-Mons","2.3979701819444","48.7019156997444"
"IDF9100107","Flammarion, rue Camille","LEZER ATHIS EUROPRESSING","Pressing","91200","91027","Athis-Mons","2.37288403935476","48.7116024323687"
"IDF9100111","Fosse Popine, 3 rue","MISSENARD",NULL,"91200","91027","Athis-Mons","2.36234963488385","48.7050046271989"
"IDF9100112","Fournier, 45 rue Georges","LINDQVIST INTERNATIONAL",NULL,"91200","91027","Athis-Mons","2.36699605195047","48.704616822145"
"IDF9100019","Paris, avenue de","FONDERIE DERIAUX ET CIE","Fonderie","91670","91016","Angerville","2.00622848484082","48.3179985566054"
"IDF9100017","Paris, 11 avenue de (ex n°7 - ex RN 20)","CCF (COMPTOIR CONTINENTAL FRANCAIS)","Fabrique de matières plastiques","91670","91016","Angerville","2.00324173344508","48.3150222996246"
"IDF9100196","RD de Corbeil à Etampes","DULUAT Auguste","Papeterie","91610","91045","Ballancourt-sur-Essonne","2.36678412563846","48.5304751708463"
"IDF9100198","RN 74 (route d'Itteville)","RODANET","Industrie chimique","91610","91045","Ballancourt-sur-Essonne","2.36238006181435","48.5229405029525"
"IDF9100199","Ecoles, rue des (D 74, ex CGC n°74)","COMPAGNIE CONTINENTALE DU GAZ","Gazomètre","91610","91045","Ballancourt-sur-Essonne","2.37682525966781","48.5241143983919"
"IDF9100227","Hommeries, lieudit les","CHAMEREAU",NULL,"91570","91064","Bièvres","2.20758987411516","48.7548520245934"
"IDF9100219","RN 191","MODU-INTERMARCHE","Station service","91590","91047","Baulne","2.3534478536749","48.4885638249888"
"IDF9100222",NULL,"ENGINEERING-CONTROL-WELDING (ECW)",NULL,"91570","91064","Bièvres","2.2279029266265","48.7698911354722"
"IDF9100226","Porte Jaune, chemin de la","LABORATOIRE CENTRAL DE LA PREFECTURE DE PARIS (LCPP)",NULL,"91570","91064","Bièvres","2.22145854950103","48.7681222024665"
"IDF9100232","Martinière, 34 chemin latéral de la","ITECMA + EREA + PRESTI CLIM, ex THERECO + VAPAD + ITECMA - DISPROCHIM + LUBRICOUPE + ENTREPÔTS DU SUD - OUEST PARISIEN, ex BRASSERIE RABAUD.",NULL,"91570","91064","Bièvres","2.20545760559274","48.7537254910967"
"IDF9100233","RN 118, Lieudit Le Chat  Blanc","GESMIN, ex BP",NULL,"91570","91064","Bièvres","2.19683772500011","48.7480048308916"
"IDF9100234","Plaine de Fabreuse, lieudit la","ESSO SAF, ex ESSO STANDARD","Station service","91570","91064","Bièvres","2.19643432129765","48.7463946394258"
"IDF9100235","Paris, 82 rue de","BERTHE Robert et Cie, ex BERTHE, ex LAMIRAND Louis",NULL,"91570","91064","Bièvres","2.22851209849669","48.7650446500137"
"IDF9100237","Paris, 127 rue de","RENAULT - MOTEURS",NULL,"91570","91064","Bièvres","2.22778068483306","48.7698010911127"
"IDF9100021","Paris, 19-21 avenue de","MORNAS ROBERT","Coopérative agricole","91670","91016","Angerville","2.00556032228924","48.3170973646194"
"IDF9100022","Paris, 60 avenue de","ELASTOMER ITC","Fabrique de matières plastiques et de verre","91670","91016","Angerville","2.00735739247019","48.3206006406433"
"IDF9100032","Brossolette, 12 boulevard Pierre","CLINIQUE DES CHARMILLES","Clinique","91290","91021","Arpajon","2.2490853103536","48.5928801244868"
"IDF9100037","Cornaton, 11 boulevard Abel  (ex boulevard Anatole France)","DESCHAMPS ARPAJON, ex DESCHAMPS, ex BOUDARD Pierre","Garage","91290","91021","Arpajon","2.24852561981419","48.5874301818713"
"IDF9100038","Cornaton, 18 boulevard Abel  (ex boulevard Anatole France)","SCR (SOCIETE CHIMIQUE DE LA ROUTE), ex LASSAILLY-BICHEBOIS, ex SALMAR","Travaux publics","91290","91021","Arpajon","2.25015367482257","48.5865771462324"
"IDF9100040","Gare, boulevard de la","ARPAJON, commune d', ex GAZ GENERAL DE PARIS","Usine à gaz","91290","91021","Arpajon","2.24076199067043","48.5857512331556"
"IDF9100044","Grande Rue, 93","FISSON M.","Blanchisserie, teinturerie","91290","91021","Arpajon","2.24859178315293","48.5883384844755"
"IDF9100043","Grande Rue, 71","Maison de Retraite - Hospice","Hospice","91290","91021","Arpajon","2.24910477968604","48.5895259047868"
"IDF9100045","Grande Rue, 94","FISSON M.","Blanchisserie, teinturerie","91290","91021","Arpajon","2.24743449042813","48.5911882251343"
"IDF9100046","Grande Rue, 95","ICA (IMPRIMERIE COOPERATIVE ARPAJONNAISE), ex IMPRIMERIE ET JOURNAL LA GAZETTE DE SEINE ET OISE","Imprimerie","91290","91021","Arpajon","2.24840226919654","48.5881944550892"
"IDF9100047","Grande Rue, 113","MOBIL, ex AUCLERE Romain, ex LUX Marcel","Station service","91290","91021","Arpajon","2.24708987285337","48.5868445336763"
"IDF9100048","Grande Rue, 117","GARAGE EMLYNE CARS","Garage","91290","91021","Arpajon","2.2463452054402","48.586385318559"
"IDF9100049","Grande Rue, 124","BLANCHISSERIE ARPAJONNAISE","Blanchisserie, teinturerie","91290","91021","Arpajon","2.24791380966122","48.5884638495907"
"IDF9100050","Hoche, 20 avenue","ELF FRANCE, ex ELF DISTRIBUTION","Station service","91290","91021","Arpajon","2.25501404530698","48.5900429127464"
"IDF9100053","Lemoine, 5 rue Jules","CALORSTAT INDUSTRIES, ex EDGAR FRANK","Fabrique de thermostats","91290","91021","Arpajon","2.24464583780696","48.5891176916992"
"IDF9100054","Lemoine, 25 rue Jules  (ex n°6 ?)","MOREL MAURICE","Fabrique de colle","91290","91021","Arpajon","2.24213794108131","48.5892145383763"
"IDF9100051","Jaurès, 19 boulevard Jean","MATIERE PLASTIQUE, ex CHAUSSURES ANDRE","Fabrique de chaussures","91290","91021","Arpajon","2.24623321818534","48.5883366195341"
"IDF9100052","Jaurès, 24 boulevard Jean","CALORSTAT, ex ERAR (ETUDES ET REALISATIONS D'APPAREILS DE REGULATION)","Fabrique de pièces mécaniques","91290","91021","Arpajon","2.24592306339851","48.5874550974059"
"IDF9100177","Leclerc, avenue de la Division","MOBIL OIL FRANCAISE","Station service","91160","91044","Ballainvilliers","2.28141938251724","48.6756506819876"
"IDF9100178","Leclerc, avenue de la Division","BENNES-EXPRESS",NULL,"91160","91044","Ballainvilliers","2.28346448585115","48.6805526608818"
"IDF9100179","Leclerc, avenue de la Division","ELF DISTRIBUTION","Station service","91160","91044","Ballainvilliers","2.28228656775692","48.6773327293653"
"IDF9100180","Leclerc, avenue de la Division","BP-GESMIN, ex FRANCAISE DES PETROLES BP","Station service","91160","91044","Ballainvilliers","2.28005533100334","48.669193284605"
"IDF9100181","Leclerc, avenue de la Division","SHELL BERRE","Station service","91160","91044","Ballainvilliers","2.28281695867128","48.6765955869627"
"IDF9100183","Leclerc, avenue de la Division","TOTAL RAFFINAGE DISTRIBUTION, ex TOTAL CIE FRANCAISE DE DISTRIBUTION, ex TOTAL","Station service","91160","91044","Ballainvilliers","2.28219183103432","48.6770449188012"
"IDF9100184","Leclerc, avenue de la Division","ESSO STANDARD, ex DOUAZE Jacques","Station service","91160","91044","Ballainvilliers","2.28098913046791","48.6718645656245"
"IDF9100185","Leclerc, 19 avenue de la Division","TONACHELLA Henri",NULL,"91160","91044","Ballainvilliers","2.27961835725184","48.6713692843072"
"IDF9100186","Leclerc, 206 avenue de la Division","BATI PEINTURES SOLEMURS, ex ROCHET",NULL,"91160","91044","Ballainvilliers","2.2809665366729","48.6678178643361"
"IDF9100187","Leclerc, 212 avenue de la Division","SEMIP",NULL,"91160","91044","Ballainvilliers","2.28062486894033","48.6698050691993"
"IDF9100380","Mouchotte, avenue du commandant","THERMICAL","Compagnie de chauffage","91220","91103","Brétigny-sur-Orge","2.31362018947453","48.606157947609"
"IDF9100188","Longjumeau, rue de","SIRTI + ELIS, ex EXA",NULL,"91160","91044","Ballainvilliers","2.2869534209943","48.6816783371233"
"IDF9100370","Gaulle, 32 avenue du Général de (ex CR N°1)","VETILLE AUTOMOBILES (en 1987), ex GARAGE BOISSET","Station service","91220","91103","Brétigny-sur-Orge","2.31943643780239","48.6087218963564"
"IDF9100372","Halliers, 102 rue des","HLM LA SABLIERE","HLM","91220","91103","Brétigny-sur-Orge","2.303541254023","48.6120815284565"
"IDF9100373","Jaurès, 7 bis rue Jean","DANY PRESS, ex JACKY PRESS (en 1985), ex RUAUX (en 1966)","Blanchisserie, teinturerie","91220","91103","Brétigny-sur-Orge","2.30971407209103","48.6077757361982"
"IDF9100167","Aunette, 2 chemin d'","LOREMAT","Garage","91160","91044","Ballainvilliers","2.30058079264361","48.6731135472155"
"IDF9100168","Aunette, 12 chemin d'","MALGUY",NULL,"91160","91044","Ballainvilliers","2.30260254325074","48.6750925624848"
"IDF9100172","Grande Route de la Chasse, CR 19","LA FELLETINOISE",NULL,"91160","91044","Ballainvilliers","2.28187473043556","48.6691132505087"
"IDF9100176","Leclerc, avenue de la Division","VANETTA",NULL,"91160","91044","Ballainvilliers","2.28178513814702","48.6764332212294"
"IDF9100482","Trou d'Arny, à proximité du lieu-dit le","DELACROIX Christian","Décharge de déchets industriels banals","91680","91115","Bruyères-le-Châtel","2.16522136038705","48.5864802798063"
"IDF9100484","Arpenty, hameau d' (CR N°11 ou 12)","BRUYERES-LE-CHATEL, commune de","Dépôt d'immondices","91680","91115","Bruyères-le-Châtel","2.16496302033432","48.5867136958695"
"IDF9100486","Arpenty, hameau d'","SARU (Sté AUXILLIAIRE DE RESIDUS URBAINS)","Décharge d'ordures ménagères","91680","91115","Bruyères-le-Châtel","2.16600825719912","48.5862656463944"
"IDF9100487","D 116 ou D 117. Usine de Tremerolle","BRUN FERRINO","Atelier de menuiserie","91680","91115","Bruyères-le-Châtel","2.17047122341708","48.5811375145191"
"IDF9100170","Ecoles, rue des","TILT, ex ATELIERS GASTON DEBORD",NULL,"91160","91044","Ballainvilliers","2.29035471338886","48.6750701913362"
"IDF9100171","Ecoles, 8 rue des","AUTONOME D'USINAGE (SAU)",NULL,"91160","91044","Ballainvilliers","2.28962184118444","48.6746832032548"
"IDF9100174","Leclerc, 13 rue du Général (anc. n°38)","EDITIONS DU SEUIL",NULL,"91160","91044","Ballainvilliers","2.2977028534811","48.6723572017618"
"IDF9100398","Paris, 25 avenue de la commune de, ex route de Vert-Le-Grand","Sté GARAGE DE LA MOINERIE","Garage","91220","91103","Brétigny-sur-Orge","2.30383740528155","48.5950766240551"
"IDF9100395","Saussaie, 6 chemin de la (ex rue Jean Rongière)","CDI (COMPAGNIE DIFFUSION INTERNATIONALE) + DYNAMIC SPRAY, ex LIOTE SERIGRAPHIE","Fabrique de caoutchouc","91220","91103","Brétigny-sur-Orge","2.29649155070203","48.5927001855479"
"IDF9100396","CV n°5 de Brétigny à Leuville","BRETIGNY-SUR-ORGE, commune de","Décharge d'ordures ménagères","91220","91103","Brétigny-sur-Orge","2.28269321160408","48.6158683151684"
"IDF9100400","Port Sud, centre commercial de","STOC, ex  LA PARISIENNE",NULL,"91650","91105","Breuillet","2.19122310079478","48.5757615455587"
"IDF9100412","Buisson Rondeau, ZA du; Supermarché STOC (ex rue de la tuilerie, ex route de follerie)","COMPTOIRS - MODERNES - UNION COMMERCIALE","Station service","91650","91105","Breuillet","2.1626420270864","48.5682123901722"
"IDF9100413","Buisson Rondeau, ZA du  (ex rue de la Tuilerie, ex route de Folleville)","V-TRANS, ex TRANSPORT RABOUIN","Transports","91650","91105","Breuillet","2.16124516399493","48.5685699369878"
"IDF9100477","Pyramides, 2 place des (devenue la Pyramide)","GARAGE POISSON, ex LES CARS DE BRUNOY, ex BAILLERGEAU","Garage","91800","91114","Brunoy","2.49038156571542","48.6843291256369"
"IDF9100403","Buttes-Réault, 104 rue des","BREUILLET PRESSING, ex BENET","Pressing","91650","91105","Breuillet","2.18478370502192","48.5765444309695"
"IDF9100404","Buttes-Réault, 256 rue des","TPEE","Fabrique de matières plastiques","91650","91105","Breuillet","2.16922866700857","48.5717833903142"
"IDF9100408","Gare, 4 rue de la (RD 26)","GILBERT Bernard, ex FABRE Germain, ex KAZMIERZAK","Garage","91650","91105","Breuillet","2.17023869080142","48.5655440285048"
"IDF9100410","Ecoles, 66 rue des,  la Badaudière (ex résidence des Hauts de la Badaudière)","HLM, Sté d'  (Le Foyer pour tous)","HLM","91650","91105","Breuillet","2.17542910490804","48.5735459489215"
"IDF9100377","Maison neuve, la","AUCHAN, ex Sté DES MAGASINS ECONOMIQUES DE BRETIGNY et de sa filiale GROUPATIM","Garage, carrosserie","91220","91103","Brétigny-sur-Orge","2.30454730295421","48.5875140694757"
"IDF9100379","Moinerie II, ZI de la - parcelle A2","BI (BRETIN INDUSTRIES), filiale de SPECIMECA, appartenant au groupe DYNACTION.","Atelier de mécanique","91220","91103","Brétigny-sur-Orge","2.3053173759739","48.5915069938222"
"IDF9100115","Industrie, 9 quai de l'","ERTEC, ex RADULOVIC Stépanov Danica, ex COLAS DES FRANCS","Carrosserie","91200","91027","Athis-Mons","2.38955147553667","48.6932779327459"
"IDF9100116","Industrie, 11 quai de l'","LAURENT et Cie, ex REOL FRERES, ex PELLE",NULL,"91200","91027","Athis-Mons","2.39001369501072","48.693637425676"
"IDF9100117","Industrie, 13 quai de l'","ATHIS PIECES AUTOS, ex AUTO-PIECES ILE DE FRANCE, ex MOUREAU, ex PAYEN-AVIATION, ex TUBES DE JUVISY, ex BRATU",NULL,"91200","91027","Athis-Mons","2.39001438026854","48.6942848968864"
"IDF9100118","Industrie, 15 quai de l'","GARNIFER, ex SAFEM, ex ERTEC, ex SCMR",NULL,"91200","91027","Athis-Mons","2.38962139567478","48.6951843445483"
"IDF9100119","Industrie, 17 quai de l'","SANDERS Louis, ex ANCIENNE MAISON LOUIS SANDERS","Fabrique d'aliments pour animaux","91200","91027","Athis-Mons","2.39005644604616","48.6955258645428"
"IDF9100121","Industrie, 29 quai de l'","COMPTOIRS DES PARFUMS, ex MASSEY FERGUSON, ex DESMARAIS FRERES",NULL,"91200","91027","Athis-Mons","2.39307423202696","48.6974128826678"
"IDF9100122","Industrie, 29 bis quai de l'","SANITRA, ex TRAPIL",NULL,"91200","91027","Athis-Mons","2.39359064065321","48.6975834886839"
"IDF9100123","Industrie, 31-33 quai de l'","PROFIL ARBED, ex NORBERT - DENTRESSANGLE, ex COMPAGNIE FRANCAISE DES METAUX, ex AFFINERIE DE JUVISY, ex CHAMPION, ex FABRICATION DES ESSENCES ET DES PETROLES, ex ARDOISERIES D'ANGERS",NULL,"91200","91027","Athis-Mons","2.39433908449969","48.6987071984482"
